Candidate_ID,Name,Age,Age_Range,Gender,Employment_Status_at_time_of_offer,Location,Role,Source,Applied_Date,Current_Status,Offer_Date,Promised_Joining,Join_Date,Joining_Gap,Action_Needed
S1UAHYD,Frank Thomas Martin,38,Middle Aged,Female,Employed,Hyderabad,Engineer,Campus,11-05-2025,Accepted,23-05-2025,15 Days,,9,Send reminder
0HX1LON,David Beth Robinson,42,Aging,Non-Binary,Unemployed,London,Analyst,Internal,23-05-2025,Accepted,09-06-2025,15 Days,,,Send reminder
ZW7QSGP,Bob Louise Martin,29,Young,Female,Employed,Singapore,Analyst,Job Portal,11-05-2025,Interviewed,,,,,Await Decision
N5YELON,David Thomas Robinson,35,Middle Aged,Female,Employed,London,Manager,Referral,21-05-2025,Interviewed,,,,,Await Decision
7ZVHSGP,Ava Mae Anderson,34,Middle Aged,Male,Employed,Singapore,Engineer,Job Portal,20-05-2025,Joined,04-06-2025,15 Days,17-06-2025,,No Action
CJ0ASGP,Daniel Lynn Brown,43,Aging,Male,Unemployed,Singapore,Engineer,Referral,19-05-2025,Accepted,05-06-2025,15 Days,,,Send reminder
XJYZSGP,Alice William Wilson,40,Middle Aged,Male,Employed,Singapore,Manager,Referral,01-05-2025,Accepted,16-05-2025,Immediately,,,Send reminder
M1LZHYD,Frank William Brown,31,Middle Aged,Female,Employed,Hyderabad,Analyst,Job Portal,10-05-2025,Accepted,28-05-2025,Immediately,,,Send reminder
N0UMHYD,Michael Scott Miller,27,Young,Male,Unemployed,Hyderabad,Engineer,Internal,16-05-2025,Joined,29-05-2025,15 Days,07-06-2025,,No Action
R1S3SGP,Judy Jones,24,Young,Non-Binary,Employed,Singapore,Engineer,Campus,10-05-2025,Accepted,25-05-2025,Immediately,,,Send reminder
QF5THYD,Emily Beth Rodriguez,37,Middle Aged,Female,Unemployed,Hyderabad,Designer,Internal,01-05-2025,Offered,13-05-2025,30 Days,,,Follow up
4FFTLON,Diana Jane Thompson,44,Aging,Female,Employed,London,Analyst,Internal,12-05-2025,Accepted,26-05-2025,Immediately,,7,Send reminder
KPL0NYC,Grace Miller,23,Young,Male,Unemployed,New York,Engineer,Referral,27-04-2025,Offered,17-05-2025,15 Days,,,Follow up
EGDNLON,Grace Victoria Martin,40,Middle Aged,Male,Unemployed,London,Engineer,Job Portal,11-05-2025,Interviewed,,,,10,Await Decision
BIWLSGP,Charlie William Miller,24,Young,Male,Employed,Singapore,Analyst,Campus,15-05-2025,Interviewed,,,,15,Await Decision
YPJRHYD,Grace Ann Jackson,24,Young,Female,Unemployed,Hyderabad,Engineer,Referral,25-04-2025,Offered,05-05-2025,15 Days,,,Follow up
S5KCHYD,Ava Elizabeth Rodriguez,25,Young,Male,Unemployed,Hyderabad,Manager,Campus,01-05-2025,Accepted,18-05-2025,30 Days,,,Send reminder
RRYUNYC,Ivan Thomas Davis,40,Middle Aged,Female,Employed,New York,Engineer,Job Portal,20-05-2025,Accepted,31-05-2025,30 Days,,9,Send reminder
NSKXNYC,Daniel Thomas Williams,26,Young,Female,Employed,New York,Manager,Job Portal,25-04-2025,Interviewed,,,,15,Await Decision
THCLHYD,Eve Grace Garcia,44,Aging,Non-Binary,Employed,Hyderabad,Analyst,Referral,08-05-2025,Joined,26-05-2025,15 Days,02-06-2025,9,No Action
EGNZSGP,Sophia Scott Thompson,25,Young,Female,Student,Singapore,Manager,Campus,15-05-2025,Offered,28-05-2025,Immediately,,,Follow up
J0EULON,Diana Drew Taylor,36,Middle Aged,Male,Unemployed,London,Analyst,Campus,09-05-2025,Joined,20-05-2025,30 Days,30-05-2025,,No Action
1X0OSGP,Sophia Scott Davis,42,Aging,Male,Unemployed,Singapore,Engineer,Referral,23-05-2025,Joined,03-06-2025,30 Days,18-06-2025,,No Action
BHVELON,Bob Smith,27,Young,Male,Employed,London,Designer,Referral,12-05-2025,Offered,26-05-2025,30 Days,,,Follow up
0LXZSGP,Michael Thomas White,37,Middle Aged,Male,Employed,Singapore,Manager,Internal,10-05-2025,Offered,20-05-2025,Immediately,,,Follow up
5UDSNYC,Sophia Marie Williams,27,Young,Non-Binary,Unemployed,New York,Engineer,Job Portal,19-05-2025,Joined,29-05-2025,15 Days,07-06-2025,,No Action
RS40NYC,Sarah Marie Clark,32,Middle Aged,Female,Unemployed,New York,Manager,Referral,25-04-2025,Joined,06-05-2025,15 Days,21-05-2025,9,No Action
MMJHLON,Ava Lee Wilson,23,Young,Female,Employed,London,Designer,Campus,27-04-2025,Joined,14-05-2025,Immediately,23-05-2025,13,No Action
KSJRLON,Sarah Louise Martinez,26,Young,Female,Unemployed,London,Manager,Internal,03-05-2025,Offered,20-05-2025,Immediately,,8,Follow up
2PUXHYD,James Louise Brown,37,Middle Aged,Female,Unemployed,Hyderabad,Designer,Campus,13-05-2025,Accepted,27-05-2025,15 Days,,,Send reminder
8JDBSGP,Diana Drew Williams,26,Young,Female,Employed,Singapore,Designer,Referral,04-05-2025,Accepted,14-05-2025,30 Days,,12,Send reminder
1U60HYD,Emily Scott Rodriguez,40,Middle Aged,Male,Unemployed,Hyderabad,Manager,Internal,23-05-2025,Accepted,03-06-2025,Immediately,,7,Send reminder
L4PASGP,Emily Sue Williams,24,Young,Female,Unemployed,Singapore,Engineer,Internal,08-05-2025,Offered,19-05-2025,30 Days,,,Follow up
PLEILON,Diana Scott Robinson,43,Aging,Female,Unemployed,London,Analyst,Referral,07-05-2025,Offered,17-05-2025,30 Days,,,Follow up
NE9DLON,Charlie Victoria Thompson,41,Aging,Female,Employed,London,Manager,Referral,17-05-2025,Joined,02-06-2025,30 Days,11-06-2025,,No Action
1TQASGP,Olivia Lynn Davis,45,Aging,Male,Employed,Singapore,Engineer,Campus,08-05-2025,Joined,23-05-2025,Immediately,05-06-2025,,No Action
5QDCSGP,Ivan Drew Rodriguez,36,Middle Aged,Male,Unemployed,Singapore,Analyst,Campus,16-05-2025,Joined,26-05-2025,15 Days,03-06-2025,11,No Action
WBKUSGP,William Marie Davis,27,Young,Male,Employed,Singapore,Manager,Internal,21-05-2025,Accepted,04-06-2025,Immediately,,,Send reminder
UIIELON,William Sue Brown,39,Middle Aged,Non-Binary,Employed,London,Analyst,Internal,04-05-2025,Joined,21-05-2025,15 Days,02-06-2025,,No Action
GXOZLON,Eve Sue Martinez,30,Middle Aged,Female,Employed,London,Manager,Referral,21-05-2025,Joined,01-06-2025,15 Days,08-06-2025,,No Action
BFEHSGP,Heidi Victoria Brown,28,Young,Male,Unemployed,Singapore,Analyst,Referral,28-04-2025,Offered,17-05-2025,30 Days,,9,Follow up
UDGFLON,David Victoria Smith,29,Young,Non-Binary,Unemployed,London,Engineer,Internal,30-04-2025,Accepted,20-05-2025,30 Days,,,Send reminder
09DQNYC,Ava Victoria Brown,33,Middle Aged,Non-Binary,Employed,New York,Analyst,Internal,17-05-2025,Offered,28-05-2025,15 Days,,,Follow up
LUIMLON,Frank Louise Thompson,26,Young,Male,Employed,London,Engineer,Job Portal,08-05-2025,Accepted,22-05-2025,30 Days,,,Send reminder
D71LLON,Emily Thomas Garcia,44,Aging,Female,Employed,London,Designer,Internal,08-05-2025,Joined,25-05-2025,30 Days,05-06-2025,,No Action
WTZELON,Charlie Jane Taylor,31,Middle Aged,Male,Unemployed,London,Engineer,Internal,23-05-2025,Accepted,06-06-2025,Immediately,,,Send reminder
5HOUSGP,Ivan Sue Garcia,35,Middle Aged,Female,Unemployed,Singapore,Manager,Internal,15-05-2025,Accepted,01-06-2025,15 Days,,14,Send reminder
LPKBNYC,Judy Lee Clark,27,Young,Male,Unemployed,New York,Manager,Referral,19-05-2025,Accepted,30-05-2025,15 Days,,7,Send reminder
BRSPHYD,Olivia Elizabeth Davis,44,Aging,Male,Employed,Hyderabad,Analyst,Job Portal,08-05-2025,Joined,28-05-2025,30 Days,06-06-2025,12,No Action
4PNQSGP,Olivia Scott Garcia,39,Middle Aged,Male,Employed,Singapore,Engineer,Job Portal,27-04-2025,Accepted,12-05-2025,30 Days,,,Send reminder
LQ1ANYC,Heidi Davis,23,Young,Male,Employed,New York,Manager,Job Portal,14-05-2025,Accepted,01-06-2025,15 Days,,,Send reminder
9K5FNYC,Olivia Rose Clark,38,Middle Aged,Female,Unemployed,New York,Engineer,Job Portal,17-05-2025,Offered,30-05-2025,15 Days,,,Follow up
B98USGP,Daniel Ray Martin,33,Middle Aged,Female,Unemployed,Singapore,Analyst,Campus,28-04-2025,Accepted,09-05-2025,30 Days,,,Send reminder
6WI8LON,William Scott Garcia,39,Middle Aged,Male,Employed,London,Analyst,Referral,05-05-2025,Accepted,19-05-2025,15 Days,,,Send reminder
0RL8LON,Alice Ann Moore,37,Middle Aged,Female,Employed,London,Designer,Job Portal,23-05-2025,Joined,09-06-2025,Immediately,23-06-2025,,No Action
M76CNYC,Alice Jane Jones,31,Middle Aged,Male,Unemployed,New York,Analyst,Internal,26-04-2025,Joined,08-05-2025,Immediately,15-05-2025,,No Action
XP1JSGP,Grace Jane Jackson,45,Aging,Female,Unemployed,Singapore,Analyst,Job Portal,28-04-2025,Joined,10-05-2025,Immediately,22-05-2025,,No Action
86F4LON,Bob Lynn Martinez,29,Young,Male,Unemployed,London,Designer,Internal,03-05-2025,Offered,17-05-2025,30 Days,,10,Follow up
WH7KNYC,James Mae Miller,37,Middle Aged,Female,Unemployed,New York,Manager,Job Portal,18-05-2025,Offered,02-06-2025,30 Days,,,Follow up
S2HFHYD,Diana Drew Taylor,36,Middle Aged,Female,Employed,Hyderabad,Designer,Campus,26-04-2025,Offered,16-05-2025,30 Days,,,Follow up
A3RWHYD,Frank Lynn Rodriguez,24,Young,Female,Employed,Hyderabad,Analyst,Campus,05-05-2025,Interviewed,,,,,Await Decision
1IBRSGP,James Elizabeth Jackson,23,Young,Male,Unemployed,Singapore,Engineer,Internal,17-05-2025,Interviewed,,,,,Await Decision
F4QRSGP,Emily Anderson,35,Middle Aged,Female,Employed,Singapore,Engineer,Internal,20-05-2025,Offered,06-06-2025,Immediately,,,Follow up
BK3NSGP,Eve Thomas Clark,40,Middle Aged,Female,Unemployed,Singapore,Manager,Campus,26-04-2025,Accepted,12-05-2025,Immediately,,,Send reminder
Q8QUSGP,William Scott Harris,37,Middle Aged,Male,Employed,Singapore,Analyst,Job Portal,21-05-2025,Interviewed,,,,,Await Decision
1N5BHYD,Alice Victoria Taylor,29,Young,Female,Unemployed,Hyderabad,Engineer,Referral,19-05-2025,Joined,07-06-2025,Immediately,17-06-2025,8,No Action
JBXMSGP,William White,24,Young,Male,Student,Singapore,Designer,Campus,10-05-2025,Offered,20-05-2025,30 Days,,,Follow up
GE9CLON,Sarah Drew Martinez,40,Middle Aged,Non-Binary,Unemployed,London,Manager,Referral,30-04-2025,Accepted,15-05-2025,15 Days,,8,Send reminder
X7IDLON,Michael Beth Rodriguez,24,Young,Female,Unemployed,London,Analyst,Campus,25-04-2025,Accepted,15-05-2025,30 Days,,9,Send reminder
UOX3HYD,Michael Jane Martin,44,Aging,Male,Employed,Hyderabad,Designer,Job Portal,21-05-2025,Offered,10-06-2025,Immediately,,,Follow up
T3HKHYD,James Beth Brown,34,Middle Aged,Female,Employed,Hyderabad,Designer,Referral,17-05-2025,Offered,06-06-2025,30 Days,,,Follow up
6VGCSGP,Alice Dean Garcia,45,Aging,Male,Unemployed,Singapore,Manager,Internal,20-05-2025,Accepted,31-05-2025,Immediately,,,Send reminder
JDE5LON,Frank Thomas White,44,Aging,Male,Employed,London,Manager,Referral,30-04-2025,Offered,17-05-2025,Immediately,,,Follow up
C8NDHYD,Grace Grace Smith,38,Middle Aged,Male,Employed,Hyderabad,Designer,Referral,27-04-2025,Joined,13-05-2025,15 Days,21-05-2025,8,No Action
ZXXKSGP,James Elizabeth Brown,23,Young,Male,Employed,Singapore,Designer,Job Portal,11-05-2025,Accepted,31-05-2025,15 Days,,,Send reminder
QK2BNYC,Sophia Drew Garcia,42,Aging,Male,Employed,New York,Analyst,Campus,15-05-2025,Joined,01-06-2025,15 Days,09-06-2025,,No Action
KVXOHYD,Daniel Mae Martinez,37,Middle Aged,Female,Unemployed,Hyderabad,Designer,Job Portal,12-05-2025,Joined,27-05-2025,Immediately,05-06-2025,,No Action
UJPWLON,Olivia Ann Rodriguez,38,Middle Aged,Female,Unemployed,London,Engineer,Campus,04-05-2025,Offered,22-05-2025,30 Days,,,Follow up
AK8ZNYC,Eve Louise Smith,42,Aging,Male,Employed,New York,Manager,Campus,16-05-2025,Offered,04-06-2025,15 Days,,,Follow up
281LHYD,James Louise Brown,35,Middle Aged,Female,Employed,Hyderabad,Engineer,Campus,16-05-2025,Offered,03-06-2025,15 Days,,,Follow up
9KU7HYD,Daniel Sue White,33,Middle Aged,Female,Employed,Hyderabad,Designer,Referral,12-05-2025,Accepted,27-05-2025,30 Days,,,Send reminder
HWZ2HYD,Eve Scott Moore,25,Young,Male,Employed,Hyderabad,Designer,Internal,29-04-2025,Joined,16-05-2025,30 Days,24-05-2025,,No Action
ETRONYC,Heidi Scott Thompson,31,Middle Aged,Female,Employed,New York,Designer,Job Portal,25-04-2025,Accepted,08-05-2025,15 Days,,,Send reminder
D3TIHYD,Charlie Grace Miller,29,Young,Female,Unemployed,Hyderabad,Manager,Internal,02-05-2025,Offered,13-05-2025,15 Days,,,Follow up
PQ79HYD,Olivia Drew Brown,34,Middle Aged,Female,Employed,Hyderabad,Designer,Referral,28-04-2025,Accepted,13-05-2025,30 Days,,,Send reminder
7PHUSGP,Grace Scott Davis,32,Middle Aged,Male,Unemployed,Singapore,Manager,Referral,21-05-2025,Offered,05-06-2025,30 Days,,,Follow up
7MSVLON,Emily Grace Harris,24,Young,Male,Unemployed,London,Engineer,Job Portal,14-05-2025,Offered,25-05-2025,15 Days,,12,Follow up
QIM2NYC,Grace Lynn Anderson,43,Aging,Female,Employed,New York,Designer,Campus,01-05-2025,Accepted,20-05-2025,30 Days,,,Send reminder
OIBJLON,Alice Victoria Harris,31,Middle Aged,Female,Employed,London,Engineer,Internal,15-05-2025,Interviewed,,,,,Await Decision
KX52HYD,Emily Lee Taylor,40,Middle Aged,Female,Employed,Hyderabad,Analyst,Internal,06-05-2025,Accepted,20-05-2025,Immediately,,,Send reminder
QDK9NYC,Ava Jane Miller,32,Middle Aged,Female,Unemployed,New York,Engineer,Campus,11-05-2025,Interviewed,,,,12,Await Decision
1PXTNYC,Bob Ray Garcia,22,Young,Female,Employed,New York,Engineer,Job Portal,21-05-2025,Interviewed,,,,,Await Decision
QJNZSGP,Ivan Scott Garcia,34,Middle Aged,Male,Employed,Singapore,Designer,Referral,09-05-2025,Accepted,22-05-2025,30 Days,,,Send reminder
9YGOLON,Judy Jane Moore,45,Aging,Female,Employed,London,Engineer,Job Portal,15-05-2025,Accepted,03-06-2025,Immediately,,,Send reminder
NCU5HYD,Grace Grace Clark,37,Middle Aged,Male,Employed,Hyderabad,Engineer,Job Portal,30-04-2025,Joined,18-05-2025,Immediately,30-05-2025,,No Action
XYK6HYD,Frank Beth Garcia,38,Middle Aged,Female,Employed,Hyderabad,Designer,Campus,23-05-2025,Offered,02-06-2025,30 Days,,,Follow up
8N2YSGP,Charlie Grace Williams,43,Aging,Female,Unemployed,Singapore,Designer,Job Portal,21-05-2025,Interviewed,,,,12,Await Decision
603WSGP,Michael Elizabeth Martinez,45,Aging,Male,Employed,Singapore,Engineer,Campus,28-04-2025,Accepted,13-05-2025,Immediately,,,Send reminder
2LD6HYD,Alice Rose Anderson,35,Middle Aged,Female,Unemployed,Hyderabad,Engineer,Referral,28-04-2025,Joined,10-05-2025,15 Days,22-05-2025,15,No Action
QM22NYC,Ivan Jane Williams,37,Middle Aged,Female,Unemployed,New York,Manager,Referral,15-05-2025,Interviewed,,,,10,Await Decision
6C6RSGP,Charlie Marie Taylor,22,Young,Female,Unemployed,Singapore,Designer,Campus,07-05-2025,Offered,27-05-2025,Immediately,,15,Follow up
13YKSGP,Daniel Lynn Wilson,27,Young,Female,Employed,Singapore,Engineer,Job Portal,18-05-2025,Accepted,05-06-2025,Immediately,,,Send reminder
S5X9HYD,James Ray Smith,33,Middle Aged,Female,Unemployed,Hyderabad,Manager,Job Portal,06-05-2025,Interviewed,,,,10,Await Decision
D5EOLON,Michael Louise Jackson,30,Middle Aged,Female,Employed,London,Engineer,Job Portal,26-04-2025,Accepted,07-05-2025,15 Days,,7,Send reminder
JW1XLON,Olivia Drew Jackson,29,Young,Male,Unemployed,London,Analyst,Job Portal,24-04-2025,Joined,05-05-2025,Immediately,17-05-2025,,No Action
7N02NYC,Eve Brown,40,Middle Aged,Female,Unemployed,New York,Engineer,Job Portal,25-04-2025,Interviewed,,,,,Await Decision
IFG3NYC,Diana Drew Clark,32,Middle Aged,Female,Employed,New York,Analyst,Campus,27-04-2025,Joined,17-05-2025,Immediately,01-06-2025,,No Action
XMUTSGP,Daniel Ann Anderson,29,Young,Male,Employed,Singapore,Engineer,Job Portal,19-05-2025,Joined,01-06-2025,30 Days,11-06-2025,,No Action
3AYUSGP,Diana Lee White,43,Aging,Non-Binary,Unemployed,Singapore,Manager,Campus,28-04-2025,Joined,09-05-2025,30 Days,24-05-2025,,No Action
WFGDSGP,Ava Grace Rodriguez,23,Young,Female,Unemployed,Singapore,Engineer,Referral,01-05-2025,Accepted,17-05-2025,Immediately,,,Send reminder
8S0PSGP,Bob Elizabeth Garcia,25,Young,Male,Unemployed,Singapore,Designer,Internal,12-05-2025,Joined,23-05-2025,Immediately,02-06-2025,,No Action
B2G2NYC,Daniel Ray Moore,28,Young,Female,Employed,New York,Analyst,Job Portal,05-05-2025,Joined,18-05-2025,15 Days,25-05-2025,,No Action
EX0BLON,Michael Mae Jackson,39,Middle Aged,Non-Binary,Employed,London,Analyst,Referral,14-05-2025,Accepted,31-05-2025,30 Days,,,Send reminder
8UKFNYC,Heidi Drew Williams,31,Middle Aged,Male,Unemployed,New York,Designer,Job Portal,26-04-2025,Interviewed,,,,11,Await Decision
VIIZHYD,Olivia Victoria Rodriguez,37,Middle Aged,Male,Unemployed,Hyderabad,Engineer,Referral,16-05-2025,Interviewed,,,,,Await Decision
QXLLHYD,Eve Grace White,31,Middle Aged,Non-Binary,Employed,Hyderabad,Engineer,Internal,17-05-2025,Accepted,28-05-2025,30 Days,,,Send reminder
V0K3SGP,Grace Mae Clark,44,Aging,Female,Employed,Singapore,Analyst,Internal,30-04-2025,Offered,15-05-2025,Immediately,,,Follow up
D2C9LON,James Jane Smith,23,Young,Female,Unemployed,London,Manager,Referral,28-04-2025,Interviewed,,,,,Await Decision
ZF87LON,Eve Lynn Robinson,28,Young,Female,Employed,London,Engineer,Job Portal,30-04-2025,Offered,12-05-2025,30 Days,,12,Follow up
RMB5LON,William Scott Martin,36,Middle Aged,Male,Unemployed,London,Designer,Internal,23-05-2025,Accepted,07-06-2025,30 Days,,,Send reminder
1G8BLON,William Marie Harris,22,Young,Male,Employed,London,Engineer,Job Portal,09-05-2025,Offered,20-05-2025,Immediately,,,Follow up
IASKLON,Ivan Drew Smith,42,Aging,Male,Unemployed,London,Manager,Internal,17-05-2025,Joined,29-05-2025,Immediately,09-06-2025,,No Action
2HLCNYC,Heidi Grace Moore,23,Young,Female,Unemployed,New York,Manager,Job Portal,19-05-2025,Offered,03-06-2025,Immediately,,,Follow up
1366LON,Charlie Grace Anderson,44,Aging,Female,Employed,London,Designer,Referral,25-04-2025,Accepted,07-05-2025,30 Days,,8,Send reminder
DRRYHYD,Diana Drew Garcia,42,Aging,Non-Binary,Unemployed,Hyderabad,Engineer,Job Portal,05-05-2025,Offered,24-05-2025,Immediately,,9,Follow up
JLJESGP,Alice Elizabeth Taylor,37,Middle Aged,Male,Employed,Singapore,Engineer,Referral,20-05-2025,Accepted,05-06-2025,Immediately,,14,Send reminder
108FNYC,Frank Rose Robinson,34,Middle Aged,Female,Employed,New York,Manager,Job Portal,21-05-2025,Joined,10-06-2025,Immediately,22-06-2025,8,No Action
ZWJWNYC,Olivia Mae Miller,27,Young,Male,Employed,New York,Analyst,Referral,13-05-2025,Accepted,29-05-2025,15 Days,,,Send reminder
YO2VHYD,Sophia Victoria Taylor,39,Middle Aged,Male,Unemployed,Hyderabad,Designer,Internal,10-05-2025,Interviewed,,,,13,Await Decision
1HTJSGP,Olivia Elizabeth Smith,25,Young,Female,Student,Singapore,Manager,Referral,19-05-2025,Interviewed,,,,,Await Decision
2E8JSGP,Sarah Louise Davis,40,Middle Aged,Female,Unemployed,Singapore,Engineer,Referral,22-05-2025,Offered,08-06-2025,30 Days,,8,Follow up
ZXITLON,Heidi Jackson,45,Aging,Female,Unemployed,London,Manager,Job Portal,14-05-2025,Joined,01-06-2025,30 Days,09-06-2025,,No Action
DHCZLON,Frank William Brown,41,Aging,Male,Unemployed,London,Analyst,Referral,08-05-2025,Joined,25-05-2025,15 Days,03-06-2025,,No Action
MN7USGP,William Lee Anderson,44,Aging,Female,Employed,Singapore,Manager,Internal,18-05-2025,Joined,04-06-2025,Immediately,18-06-2025,10,No Action
BP4YHYD,James Sue Wilson,43,Aging,Non-Binary,Employed,Hyderabad,Analyst,Referral,29-04-2025,Joined,12-05-2025,Immediately,20-05-2025,8,No Action
FX2CNYC,Bob Lee Wilson,22,Young,Female,Employed,New York,Manager,Campus,23-05-2025,Offered,11-06-2025,Immediately,,,Follow up
N5UPSGP,Heidi Beth Davis,43,Aging,Female,Unemployed,Singapore,Manager,Referral,28-04-2025,Joined,08-05-2025,30 Days,21-05-2025,,No Action
P26RLON,Olivia Jane Smith,31,Middle Aged,Male,Unemployed,London,Manager,Campus,07-05-2025,Offered,24-05-2025,30 Days,,,Follow up
Z2OMSGP,Michael Ann Harris,24,Young,Female,Employed,Singapore,Engineer,Internal,08-05-2025,Joined,20-05-2025,Immediately,28-05-2025,,No Action
O29RSGP,Eve Louise Robinson,44,Aging,Female,Unemployed,Singapore,Manager,Campus,07-05-2025,Offered,23-05-2025,30 Days,,,Follow up
LUEHSGP,Michael Jackson,29,Young,Female,Unemployed,Singapore,Analyst,Campus,10-05-2025,Offered,22-05-2025,Immediately,,15,Follow up
C6M8SGP,Alice Lee Rodriguez,31,Middle Aged,Female,Employed,Singapore,Designer,Job Portal,20-05-2025,Joined,06-06-2025,Immediately,16-06-2025,,No Action
E0VENYC,Bob Thomas Martinez,24,Young,Female,Employed,New York,Analyst,Internal,09-05-2025,Joined,24-05-2025,15 Days,01-06-2025,12,No Action
D29SSGP,Alice Ann Smith,31,Middle Aged,Male,Employed,Singapore,Analyst,Campus,09-05-2025,Offered,19-05-2025,Immediately,,,Follow up
VTX6SGP,Sarah Jane Robinson,42,Aging,Female,Unemployed,Singapore,Engineer,Referral,01-05-2025,Accepted,21-05-2025,15 Days,,,Send reminder
3G1YLON,James Ray Garcia,24,Young,Male,Student,London,Analyst,Internal,04-05-2025,Offered,23-05-2025,15 Days,,,Follow up
9LN5SGP,Heidi Drew Harris,40,Middle Aged,Female,Unemployed,Singapore,Manager,Campus,19-05-2025,Accepted,08-06-2025,15 Days,,,Send reminder
Q14AHYD,Charlie Rose Smith,41,Aging,Female,Employed,Hyderabad,Designer,Referral,04-05-2025,Offered,17-05-2025,30 Days,,,Follow up
J9QOSGP,Diana Lee Thompson,39,Middle Aged,Female,Employed,Singapore,Manager,Referral,26-04-2025,Joined,09-05-2025,15 Days,24-05-2025,,No Action
G8YELON,Emily Ann Davis,30,Middle Aged,Male,Employed,London,Manager,Referral,03-05-2025,Interviewed,,,,,Await Decision
WBZGHYD,Michael Thomas Jackson,31,Middle Aged,Male,Employed,Hyderabad,Analyst,Internal,15-05-2025,Joined,25-05-2025,15 Days,06-06-2025,13,No Action
MV7MLON,Daniel Grace Smith,38,Middle Aged,Non-Binary,Employed,London,Engineer,Internal,20-05-2025,Accepted,03-06-2025,15 Days,,,Send reminder
2DMTNYC,Sarah Thomas Jones,44,Aging,Female,Unemployed,New York,Analyst,Campus,13-05-2025,Interviewed,,,,,Await Decision
5NZMSGP,Eve Scott Jones,31,Middle Aged,Female,Employed,Singapore,Manager,Referral,27-04-2025,Accepted,17-05-2025,15 Days,,14,Send reminder
07PXLON,Ivan Dean Jackson,37,Middle Aged,Male,Unemployed,London,Designer,Referral,27-04-2025,Interviewed,,,,,Await Decision
HM05NYC,Heidi Victoria Smith,34,Middle Aged,Male,Unemployed,New York,Designer,Job Portal,14-05-2025,Accepted,25-05-2025,15 Days,,15,Send reminder
TIBVHYD,Diana Beth Jones,43,Aging,Female,Employed,Hyderabad,Manager,Job Portal,29-04-2025,Accepted,19-05-2025,30 Days,,,Send reminder
GZ9PSGP,Daniel Beth Smith,26,Young,Male,Employed,Singapore,Manager,Campus,11-05-2025,Accepted,22-05-2025,15 Days,,,Send reminder
G8ZZHYD,Emily Jane Garcia,32,Middle Aged,Female,Unemployed,Hyderabad,Engineer,Job Portal,02-05-2025,Joined,20-05-2025,15 Days,02-06-2025,11,No Action
82HDNYC,Judy White,25,Young,Male,Employed,New York,Engineer,Campus,28-04-2025,Interviewed,,,,,Await Decision
6JIZLON,Judy Lynn Wilson,24,Young,Non-Binary,Unemployed,London,Analyst,Internal,12-05-2025,Accepted,27-05-2025,15 Days,,,Send reminder
H94ANYC,Daniel Louise Robinson,30,Middle Aged,Male,Employed,New York,Engineer,Campus,22-05-2025,Joined,01-06-2025,Immediately,15-06-2025,,No Action
O5IRSGP,Bob Lee Anderson,38,Middle Aged,Male,Employed,Singapore,Engineer,Job Portal,19-05-2025,Offered,03-06-2025,Immediately,,,Follow up
NEQCLON,Daniel Ann Brown,36,Middle Aged,Male,Employed,London,Designer,Campus,24-04-2025,Joined,13-05-2025,30 Days,28-05-2025,10,No Action
Q0CYHYD,Charlie Ann Taylor,45,Aging,Male,Employed,Hyderabad,Manager,Referral,28-04-2025,Offered,13-05-2025,15 Days,,,Follow up
FPZASGP,Michael Marie Wilson,45,Aging,Female,Employed,Singapore,Engineer,Referral,08-05-2025,Offered,26-05-2025,Immediately,,,Follow up
J4P1SGP,Daniel Scott Taylor,43,Aging,Male,Unemployed,Singapore,Designer,Internal,13-05-2025,Joined,27-05-2025,30 Days,07-06-2025,,No Action
X0V0NYC,Michael Rose Harris,22,Young,Female,Employed,New York,Designer,Campus,29-04-2025,Offered,12-05-2025,15 Days,,,Follow up
R97FHYD,David Rose Robinson,39,Middle Aged,Female,Employed,Hyderabad,Manager,Job Portal,14-05-2025,Offered,03-06-2025,Immediately,,,Follow up
86UQLON,Ava William Miller,23,Young,Female,Unemployed,London,Designer,Internal,11-05-2025,Accepted,30-05-2025,15 Days,,,Send reminder
MBSDLON,Olivia Drew Moore,22,Young,Female,Unemployed,London,Manager,Internal,07-05-2025,Accepted,27-05-2025,30 Days,,,Send reminder
WRWDSGP,Daniel Jane Anderson,45,Aging,Male,Employed,Singapore,Manager,Internal,22-05-2025,Joined,09-06-2025,Immediately,19-06-2025,14,No Action
9IROHYD,Michael Ann Jones,30,Middle Aged,Male,Employed,Hyderabad,Manager,Internal,01-05-2025,Offered,17-05-2025,Immediately,,,Follow up
OPCDHYD,Charlie Elizabeth Rodriguez,30,Middle Aged,Male,Employed,Hyderabad,Engineer,Job Portal,12-05-2025,Accepted,29-05-2025,15 Days,,,Send reminder
JRZ7SGP,Emily Thomas White,31,Middle Aged,Non-Binary,Employed,Singapore,Designer,Job Portal,08-05-2025,Accepted,25-05-2025,Immediately,,,Send reminder
9GHOHYD,Bob Elizabeth Rodriguez,34,Middle Aged,Male,Unemployed,Hyderabad,Designer,Internal,02-05-2025,Offered,19-05-2025,30 Days,,,Follow up
IBGWHYD,Heidi Marie Williams,40,Middle Aged,Male,Unemployed,Hyderabad,Manager,Job Portal,09-05-2025,Accepted,21-05-2025,Immediately,,,Send reminder
